date,store_id,product_id,category,mrp,discount_pct,net_sales,units_sold,promo_flag
2023-09-16,S003,P003,Medical Devices,452.64,0,3168.48,7,0
2023-09-16,S003,P014,Personal Care,343.69,0,2062.14,6,0
2023-09-16,S003,P026,Prescription,464.68,0,2788.08,6,0
2023-09-16,S003,P025,Prescription,359.3,20,1437.2,5,1
2023-09-16,S003,P004,Prescription,423.07,20,1353.82,4,1
2023-09-16,S003,P020,Prescription,433.23,5,1646.27,4,1
2023-09-16,S003,P015,Wellness,85.39,0,85.39,1,0
2023-09-16,S003,P044,Medical Devices,106.04,0,530.2,5,0
2023-09-16,S004,P021,OTC,311.62,0,1558.1,5,0
2023-09-16,S004,P022,Prescription,375.21,0,1500.84,4,0
2023-09-16,S004,P011,Prescription,160.9,0,804.5,5,0
2023-09-16,S004,P030,Personal Care,291.73,10,1050.23,4,1
2023-09-16,S004,P001,Personal Care,151.34,0,454.02,3,0
2023-09-16,S004,P014,Prescription,425.12,0,2125.6,5,0
2023-09-16,S004,P047,Prescription,332.64,0,2661.12,8,0
2023-09-16,S004,P017,Medical Devices,210.6,0,842.4,4,0
2023-09-16,S005,P040,Personal Care,271.36,0,814.08,3,0
2023-09-16,S005,P006,Medical Devices,290.33,5,1930.69,7,1
2023-09-16,S005,P042,Medical Devices,494.28,15,1680.55,4,1
2023-09-16,S005,P014,Wellness,339.62,0,2716.96,8,0
2023-09-16,S005,P023,Prescription,164.88,10,1483.92,10,1
2023-09-16,S005,P032,Prescription,238.21,0,1429.26,6,0
2023-09-16,S005,P001,Personal Care,180.55,10,974.97,6,1
2023-09-16,S005,P012,Wellness,193.63,15,493.76,3,1
2023-09-16,S006,P017,Prescription,312.77,20,1501.3,6,1
2023-09-16,S006,P037,Personal Care,286.51,0,2292.08,8,0
2023-09-16,S006,P043,Personal Care,325.21,5,617.9,2,1
2023-09-16,S006,P042,OTC,149.87,15,764.34,6,1
2023-09-16,S006,P040,Personal Care,395.34,15,672.08,2,1
2023-09-16,S006,P005,Prescription,280.07,0,560.14,2,0
2023-09-16,S006,P027,OTC,252.06,0,1260.3,5,0
2023-09-16,S006,P032,Medical Devices,415.11,5,1183.06,3,1
2023-09-16,S007,P024,Personal Care,468.32,10,1685.95,4,1
2023-09-16,S007,P003,Prescription,303.98,10,0.0,0,1
2023-09-16,S007,P027,OTC,65.56,0,65.56,1,0
2023-09-16,S007,P030,Medical Devices,209.54,20,670.53,4,1
2023-09-16,S007,P049,Prescription,402.57,0,2817.99,7,0
2023-09-16,S007,P039,Medical Devices,131.23,0,393.69,3,0
2023-09-16,S007,P021,OTC,128.39,5,365.91,3,1
2023-09-16,S007,P042,OTC,407.83,10,2569.33,7,1
2023-09-16,S008,P020,Prescription,131.87,10,356.05,3,1
2023-09-16,S008,P001,OTC,350.01,0,1750.05,5,0
2023-09-16,S008,P047,Prescription,265.63,0,1593.78,6,0
2023-09-16,S008,P009,Wellness,200.27,20,1121.51,7,1
2023-09-16,S008,P016,Wellness,482.58,5,3667.61,8,1
2023-09-16,S008,P034,Prescription,168.47,10,909.74,6,1
2023-09-16,S008,P049,OTC,127.87,10,460.33,4,1
2023-09-16,S008,P031,Personal Care,316.86,0,950.58,3,0
2023-09-16,S009,P041,Medical Devices,306.51,0,1839.06,6,0
2023-09-16,S009,P012,OTC,358.1,10,2256.03,7,1
2023-09-16,S009,P014,Medical Devices,167.05,10,751.73,5,1
2023-09-16,S009,P027,OTC,440.53,0,1321.59,3,0
2023-09-16,S009,P005,Wellness,85.64,5,162.72,2,1
2023-09-16,S009,P028,Prescription,102.95,0,1132.45,11,0
2023-09-16,S009,P035,Wellness,309.6,5,1176.48,4,1
2023-09-16,S009,P019,Medical Devices,273.89,0,1095.56,4,0
2023-09-16,S010,P044,Personal Care,71.1,0,426.6,6,0
2023-09-16,S010,P031,Medical Devices,467.25,15,2382.98,6,1
2023-09-16,S010,P009,Prescription,445.98,10,2006.91,5,1
2023-09-16,S010,P038,Medical Devices,57.35,15,194.99,4,1
2023-09-16,S010,P032,Personal Care,172.11,5,654.02,4,1
2023-09-16,S010,P028,Medical Devices,274.01,20,438.42,2,1
2023-09-16,S010,P048,Prescription,109.0,10,294.3,3,1
2023-09-16,S010,P015,Wellness,356.2,20,1139.84,4,1
2023-09-17,S001,P038,Personal Care,308.34,5,1464.62,5,1
2023-09-17,S001,P024,Prescription,201.19,20,643.81,4,1
2023-09-17,S001,P009,Personal Care,291.85,10,2363.98,9,1
2023-09-17,S001,P049,Prescription,387.83,10,2792.38,8,1
2023-09-17,S001,P021,OTC,315.06,10,1417.77,5,1
2023-09-17,S001,P015,OTC,318.51,0,1592.55,5,0
2023-09-17,S001,P040,OTC,109.6,0,986.4,9,0
2023-09-17,S001,P033,Wellness,469.92,10,2114.64,5,1
2023-09-17,S002,P045,Wellness,302.94,10,272.65,1,1
2023-09-17,S002,P009,Medical Devices,414.69,5,3151.64,8,1
2023-09-17,S002,P021,Wellness,490.41,5,3261.23,7,1
2023-09-17,S002,P034,Prescription,249.21,0,1495.26,6,0
2023-09-17,S002,P017,Wellness,467.08,15,3176.14,8,1
2023-09-17,S002,P003,Personal Care,444.19,5,1687.92,4,1
2023-09-17,S002,P038,Wellness,143.71,5,546.1,4,1
2023-09-17,S002,P044,Medical Devices,120.08,10,540.36,5,1
2023-09-17,S003,P017,Medical Devices,84.58,20,270.66,4,1
2023-09-17,S003,P020,Medical Devices,89.96,5,85.46,1,1
2023-09-17,S003,P029,Medical Devices,316.58,5,1503.76,5,1
2023-09-17,S003,P004,Wellness,445.44,10,2004.48,5,1
2023-09-17,S003,P027,Personal Care,221.78,20,1241.97,7,1
2023-09-17,S003,P023,Wellness,438.13,20,2453.53,7,1
2023-09-17,S003,P021,OTC,376.61,0,1883.05,5,0
2023-09-17,S003,P014,Personal Care,253.16,10,683.53,3,1
2023-09-17,S004,P010,Wellness,493.97,10,1333.72,3,1
2023-09-17,S004,P026,Medical Devices,397.65,10,1789.42,5,1
2023-09-17,S004,P009,OTC,315.37,5,2097.21,7,1
2023-09-17,S004,P035,OTC,492.84,0,1971.36,4,0
2023-09-17,S004,P042,Prescription,127.73,15,1194.28,11,1
2023-09-17,S004,P004,Personal Care,420.3,5,1597.14,4,1
2023-09-17,S004,P023,OTC,310.24,5,1473.64,5,1
2023-09-17,S004,P014,Wellness,345.13,10,621.23,2,1
2023-09-17,S005,P017,Wellness,479.29,10,3019.53,7,1
2023-09-17,S005,P048,Personal Care,165.65,5,629.47,4,1
2023-09-17,S005,P033,Prescription,282.91,10,1273.1,5,1
2023-09-17,S005,P044,Wellness,242.83,5,692.07,3,1
2023-09-17,S005,P047,Wellness,162.22,0,648.88,4,0
2023-09-17,S005,P046,Medical Devices,178.1,0,890.5,5,0
2023-09-17,S005,P041,Wellness,201.33,20,1610.64,10,1
2023-09-17,S005,P012,Medical Devices,449.47,0,898.94,2,0
2023-09-17,S006,P001,Medical Devices,172.3,5,982.11,6,1
2023-09-17,S006,P020,Wellness,338.09,0,1014.27,3,0
2023-09-17,S006,P014,Medical Devices,136.03,15,346.88,3,1
2023-09-17,S006,P003,Personal Care,409.82,5,2725.3,7,1
2023-09-17,S006,P025,OTC,377.03,15,1922.85,6,1
2023-09-17,S006,P024,Prescription,287.56,5,546.36,2,1
2023-09-17,S006,P007,Prescription,346.71,0,1040.13,3,0
2023-09-17,S006,P026,OTC,121.23,0,848.61,7,0
2023-09-17,S007,P027,Medical Devices,196.25,20,314.0,2,1
2023-09-17,S007,P046,Personal Care,352.43,5,1004.43,3,1
2023-09-17,S007,P035,Personal Care,153.88,0,461.64,3,0
2023-09-17,S007,P030,Prescription,184.05,10,662.58,4,1
2023-09-17,S007,P050,Prescription,158.13,5,600.89,4,1
2023-09-17,S007,P036,OTC,424.96,20,679.94,2,1
2023-09-17,S007,P044,Prescription,118.53,10,746.74,7,1
2023-09-17,S007,P038,Personal Care,125.03,5,593.89,5,1
2023-09-17,S008,P011,OTC,112.05,15,380.97,4,1
2023-09-17,S008,P016,OTC,283.58,10,765.67,3,1
2023-09-17,S008,P009,OTC,89.32,10,241.16,3,1
2023-09-17,S008,P031,Wellness,340.88,5,2590.69,8,1
2023-09-17,S008,P041,Wellness,79.91,0,479.46,6,0
2023-09-17,S008,P050,Medical Devices,215.81,0,1079.05,5,0
2023-09-17,S008,P021,Personal Care,424.67,0,424.67,1,0
2023-09-17,S008,P019,Prescription,146.68,0,586.72,4,0
2023-09-17,S009,P041,OTC,80.11,10,504.69,7,1
2023-09-17,S009,P046,Wellness,111.38,5,529.05,5,1
2023-09-17,S009,P031,Wellness,212.71,0,638.13,3,0
2023-09-17,S009,P048,Medical Devices,90.96,15,463.9,6,1
2023-09-17,S009,P029,Prescription,149.14,5,850.1,6,1
2023-09-17,S009,P012,OTC,418.8,0,2931.6,7,0
2023-09-17,S009,P050,Personal Care,84.84,10,534.49,7,1
2023-09-17,S009,P016,Wellness,342.53,20,548.05,2,1
2023-09-17,S010,P039,Personal Care,380.49,10,2054.65,6,1
2023-09-17,S010,P015,OTC,399.26,0,1996.3,5,0
2023-09-17,S010,P025,Wellness,113.8,0,569.0,5,0
2023-09-17,S010,P037,Prescription,223.47,0,893.88,4,0
2023-09-17,S010,P027,Wellness,291.71,0,2041.97,7,0
2023-09-17,S010,P021,Prescription,415.72,5,3159.47,8,1
2023-09-17,S010,P043,Personal Care,105.93,10,858.03,9,1
2023-09-17,S010,P001,Wellness,208.91,0,1253.46,6,0
2023-09-18,S001,P037,Prescription,167.98,10,1209.46,8,1
2023-09-18,S001,P004,Wellness,180.88,5,859.18,5,1
2023-09-18,S001,P017,Prescription,318.84,15,813.04,3,1
2023-09-18,S001,P008,Medical Devices,111.85,10,503.32,5,1
2023-09-18,S001,P044,Personal Care,210.6,5,1600.56,8,1
2023-09-18,S001,P020,OTC,176.39,10,952.51,6,1
2023-09-18,S001,P016,OTC,162.06,20,648.24,5,1
2023-09-18,S001,P023,Wellness,65.14,5,247.53,4,1
2023-09-18,S002,P039,Prescription,97.69,5,278.42,3,1
2023-09-18,S002,P002,Wellness,485.94,0,1943.76,4,0
2023-09-18,S002,P038,OTC,406.42,0,2438.52,6,0
2023-09-18,S002,P050,Prescription,488.37,20,2344.18,6,1
2023-09-18,S002,P022,OTC,468.73,10,843.71,2,1
2023-09-18,S002,P017,OTC,406.76,5,2318.53,6,1
2023-09-18,S002,P047,Medical Devices,241.36,10,1086.12,5,1
2023-09-18,S002,P033,OTC,483.59,15,3288.41,8,1
2023-09-18,S003,P010,Personal Care,483.18,0,4348.62,9,0
2023-09-18,S003,P013,OTC,65.9,15,224.06,4,1
2023-09-18,S003,P015,Prescription,423.28,0,1693.12,4,0
2023-09-18,S003,P023,Wellness,163.75,10,1179.0,8,1
2023-09-18,S003,P034,Wellness,274.56,20,1098.24,5,1
2023-09-18,S003,P050,Personal Care,472.18,5,4037.14,9,1
2023-09-18,S003,P006,OTC,402.8,5,2295.96,6,1
2023-09-18,S003,P028,Wellness,395.84,20,2850.05,9,1
2023-09-18,S004,P043,OTC,370.28,0,2962.24,8,0
2023-09-18,S004,P035,OTC,225.72,5,428.87,2,1
2023-09-18,S004,P037,Wellness,384.08,5,364.88,1,1
2023-09-18,S004,P031,OTC,321.09,0,1284.36,4,0
2023-09-18,S004,P028,Wellness,480.6,0,1922.4,4,0
2023-09-18,S004,P032,OTC,103.73,5,197.09,2,1
2023-09-18,S004,P019,Medical Devices,87.45,5,498.46,6,1
2023-09-18,S004,P023,Prescription,357.17,0,1071.51,3,0
2023-09-18,S005,P020,OTC,75.73,0,681.57,9,0
2023-09-18,S005,P025,Wellness,65.9,0,263.6,4,0
2023-09-18,S005,P027,Wellness,336.19,15,2286.09,8,1
2023-09-18,S005,P002,Prescription,311.73,15,794.91,3,1
2023-09-18,S005,P011,Medical Devices,391.93,10,1410.95,4,1
2023-09-18,S005,P042,Medical Devices,406.03,10,2923.42,8,1
2023-09-18,S005,P038,OTC,158.29,0,316.58,2,0
2023-09-18,S005,P035,Medical Devices,75.27,20,120.43,2,1
2023-09-18,S006,P037,Medical Devices,56.8,5,431.68,8,1
2023-09-18,S006,P021,OTC,434.65,0,2607.9,6,0
2023-09-18,S006,P029,Personal Care,298.78,20,956.1,4,1
2023-09-18,S006,P050,Prescription,289.23,0,1156.92,4,0
2023-09-18,S006,P040,Wellness,371.48,5,2117.44,6,1
2023-09-18,S006,P007,Wellness,437.15,15,1857.89,5,1
2023-09-18,S006,P033,Wellness,215.13,10,1355.32,7,1
2023-09-18,S006,P019,Personal Care,399.96,0,2799.72,7,0
2023-09-18,S007,P046,Prescription,415.96,15,707.13,2,1
2023-09-18,S007,P021,Wellness,250.79,0,1003.16,4,0
2023-09-18,S007,P006,Wellness,453.82,10,2450.63,6,1
2023-09-18,S007,P038,Prescription,144.44,10,909.97,7,1
2023-09-18,S007,P016,Wellness,125.56,20,602.69,6,1
2023-09-18,S007,P033,Wellness,229.31,5,1089.22,5,1
2023-09-18,S007,P004,Prescription,236.24,15,1204.82,6,1
2023-09-18,S007,P022,Wellness,140.77,15,478.62,4,1
2023-09-18,S008,P033,Prescription,290.49,10,1830.09,7,1
2023-09-18,S008,P036,Medical Devices,297.08,20,2138.98,9,1
2023-09-18,S008,P022,Prescription,466.6,0,2333.0,5,0
2023-09-18,S008,P044,Personal Care,316.66,0,1266.64,4,0
2023-09-18,S008,P026,Wellness,437.22,0,3497.76,8,0
2023-09-18,S008,P050,OTC,187.18,0,187.18,1,0
2023-09-18,S008,P009,Prescription,222.04,0,1110.2,5,0
2023-09-18,S008,P034,Wellness,212.05,10,954.23,5,1
2023-09-18,S009,P043,Prescription,256.22,10,1614.19,7,1
2023-09-18,S009,P008,Medical Devices,112.34,20,269.62,3,1
2023-09-18,S009,P046,Medical Devices,407.38,20,1303.62,4,1
2023-09-18,S009,P044,Prescription,255.27,15,1084.9,5,1
2023-09-18,S009,P049,Wellness,125.12,5,594.32,5,1
2023-09-18,S009,P015,Personal Care,246.91,0,1234.55,5,0
2023-09-18,S009,P047,Personal Care,435.31,0,1741.24,4,0
2023-09-18,S009,P032,Medical Devices,169.28,5,964.9,6,1
2023-09-18,S010,P015,Personal Care,499.45,10,2247.52,5,1
2023-09-18,S010,P047,OTC,472.19,0,1888.76,4,0
2023-09-18,S010,P033,Wellness,99.88,10,359.57,4,1
2023-09-18,S010,P014,Wellness,396.57,10,713.83,2,1
2023-09-18,S010,P026,Wellness,217.34,0,1304.04,6,0
2023-09-18,S010,P012,Personal Care,74.43,0,669.87,9,0
2023-09-18,S010,P007,OTC,151.57,0,0.0,0,0
2023-09-18,S010,P019,OTC,159.65,20,638.6,5,1
2023-09-19,S001,P008,Personal Care,486.94,15,2069.5,5,1
2023-09-19,S001,P020,Medical Devices,171.33,5,1464.87,9,1
2023-09-19,S001,P012,Personal Care,65.77,0,197.31,3,0
2023-09-19,S001,P009,OTC,199.48,0,1795.32,9,0
2023-09-19,S001,P016,OTC,107.0,20,256.8,3,1
2023-09-19,S001,P046,OTC,302.36,0,1209.44,4,0
2023-09-19,S001,P045,Medical Devices,137.7,5,654.08,5,1
2023-09-19,S001,P013,Medical Devices,179.93,5,854.67,5,1
2023-09-19,S002,P024,Personal Care,363.66,15,618.22,2,1
2023-09-19,S002,P019,Personal Care,356.09,20,1139.49,4,1
2023-09-19,S002,P027,Medical Devices,108.32,10,487.44,5,1
2023-09-19,S002,P028,Wellness,299.23,15,763.04,3,1
2023-09-19,S002,P047,Prescription,220.29,10,991.3,5,1
2023-09-19,S002,P005,Medical Devices,248.6,0,1243.0,5,0
2023-09-19,S002,P040,Wellness,314.64,0,1258.56,4,0
2023-09-19,S002,P026,Prescription,96.46,10,347.26,4,1
2023-09-19,S003,P025,Wellness,191.83,0,1534.64,8,0
2023-09-19,S003,P049,Medical Devices,234.82,5,1338.47,6,1
2023-09-19,S003,P004,OTC,360.28,0,2161.68,6,0
2023-09-19,S003,P010,Wellness,142.85,0,0.0,0,0
2023-09-19,S003,P001,Personal Care,176.35,0,529.05,3,0
2023-09-19,S003,P006,Prescription,200.25,5,570.71,3,1
2023-09-19,S003,P007,Prescription,185.11,0,555.33,3,0
2023-09-19,S003,P045,Medical Devices,85.05,15,506.05,7,1
2023-09-19,S004,P008,Wellness,302.64,0,1210.56,4,0
2023-09-19,S004,P033,Medical Devices,144.3,0,577.2,4,0
2023-09-19,S004,P016,Prescription,192.95,10,868.27,5,1
2023-09-19,S004,P011,Personal Care,106.04,0,530.2,5,0
2023-09-19,S004,P007,Personal Care,302.37,0,604.74,2,0
2023-09-19,S004,P002,Medical Devices,354.22,0,1062.66,3,0
2023-09-19,S004,P024,Personal Care,156.85,15,399.97,3,1
2023-09-19,S004,P023,Wellness,260.54,10,1875.89,8,1
2023-09-19,S005,P047,Medical Devices,445.0,0,3115.0,7,0
2023-09-19,S005,P030,Prescription,310.8,10,1118.88,4,1
2023-09-19,S005,P018,Wellness,459.49,0,1837.96,4,0
2023-09-19,S005,P007,Medical Devices,464.21,0,2321.05,5,0
2023-09-19,S005,P006,Personal Care,486.65,20,2335.92,6,1
2023-09-19,S005,P024,Personal Care,465.34,5,3536.58,8,1
2023-09-19,S005,P033,Medical Devices,406.8,0,1627.2,4,0
2023-09-19,S005,P016,OTC,132.6,0,530.4,4,0
2023-09-19,S006,P035,Wellness,381.3,10,1029.51,3,1
2023-09-19,S006,P016,Prescription,341.44,0,1365.76,4,0
2023-09-19,S006,P033,Personal Care,387.44,0,1549.76,4,0
2023-09-19,S006,P023,OTC,55.8,0,279.0,5,0
2023-09-19,S006,P017,Personal Care,244.94,10,1543.12,7,1
2023-09-19,S006,P022,Personal Care,286.2,0,572.4,2,0
2023-09-19,S006,P009,Wellness,493.91,0,2469.55,5,0
2023-09-19,S006,P020,Wellness,110.44,0,883.52,8,0
2023-09-19,S007,P009,OTC,278.25,0,3617.25,13,0
2023-09-19,S007,P004,Wellness,372.6,5,1415.88,4,1
2023-09-19,S007,P037,Prescription,141.56,10,1401.44,11,1
2023-09-19,S007,P049,Wellness,316.36,10,854.17,3,1
2023-09-19,S007,P041,Personal Care,154.42,15,525.03,4,1
2023-09-19,S007,P022,OTC,243.16,10,1531.91,7,1
2023-09-19,S007,P023,Wellness,399.22,0,798.44,2,0
2023-09-19,S007,P013,Medical Devices,242.18,0,1695.26,7,0
2023-09-19,S008,P034,Personal Care,303.88,0,2431.04,8,0
2023-09-19,S008,P003,Personal Care,453.81,10,1225.29,3,1
2023-09-19,S008,P010,Prescription,333.68,5,2218.97,7,1
2023-09-19,S008,P001,Prescription,124.81,5,474.28,4,1
2023-09-19,S008,P018,Personal Care,73.21,5,347.75,5,1
2023-09-19,S008,P046,Personal Care,141.63,0,849.78,6,0
2023-09-19,S008,P030,Wellness,141.36,5,537.17,4,1
2023-09-19,S008,P037,Personal Care,193.46,5,1837.87,10,1
2023-09-19,S009,P049,Personal Care,78.66,5,149.45,2,1
2023-09-19,S009,P017,Medical Devices,433.86,10,1952.37,5,1
2023-09-19,S009,P016,Prescription,117.0,10,631.8,6,1
2023-09-19,S009,P026,Personal Care,271.53,15,692.4,3,1
2023-09-19,S009,P022,Wellness,338.94,10,2135.32,7,1
2023-09-19,S009,P015,OTC,399.39,0,1597.56,4,0
2023-09-19,S009,P037,Medical Devices,98.59,5,187.32,2,1
2023-09-19,S009,P029,Personal Care,386.74,20,1546.96,5,1
2023-09-19,S010,P050,Personal Care,181.01,5,515.88,3,1
2023-09-19,S010,P016,OTC,78.23,5,297.27,4,1
2023-09-19,S010,P035,Medical Devices,370.28,20,592.45,2,1
2023-09-19,S010,P043,OTC,61.15,20,48.92,1,1
2023-09-19,S010,P021,Prescription,303.19,0,1212.76,4,0
2023-09-19,S010,P001,Personal Care,173.56,5,1154.17,7,1
2023-09-19,S010,P014,Medical Devices,469.75,0,1409.25,3,0
2023-09-19,S010,P017,Wellness,285.9,10,257.31,1,1
2023-09-20,S001,P001,OTC,104.21,5,396.0,4,1
2023-09-20,S001,P017,Personal Care,230.22,0,1611.54,7,0
2023-09-20,S001,P050,Personal Care,117.27,0,351.81,3,0
2023-09-20,S001,P028,Personal Care,187.85,10,1183.46,7,1
2023-09-20,S001,P012,Medical Devices,466.11,10,2097.5,5,1
2023-09-20,S001,P034,OTC,426.58,20,1706.32,5,1
2023-09-20,S001,P011,Personal Care,157.3,5,1046.04,7,1
2023-09-20,S001,P020,OTC,274.77,20,1318.9,6,1
2023-09-20,S002,P046,Medical Devices,422.27,0,2111.35,5,0
2023-09-20,S002,P040,Prescription,459.46,0,4135.14,9,0
2023-09-20,S002,P022,Medical Devices,411.61,5,2346.18,6,1
2023-09-20,S002,P024,Wellness,398.93,0,398.93,1,0
2023-09-20,S002,P002,Wellness,342.15,5,975.13,3,1
2023-09-20,S002,P039,Prescription,137.47,10,371.17,3,1
2023-09-20,S002,P015,Medical Devices,352.47,0,704.94,2,0
2023-09-20,S002,P016,Wellness,428.17,10,1541.41,4,1
2023-09-20,S003,P049,Personal Care,417.72,5,1587.34,4,1
2023-09-20,S003,P023,Prescription,129.19,0,1162.71,9,0
2023-09-20,S003,P022,Prescription,218.56,0,1967.04,9,0
2023-09-20,S003,P002,Prescription,226.79,10,1224.67,6,1
2023-09-20,S003,P047,Personal Care,62.48,20,149.95,3,1
2023-09-20,S003,P018,Medical Devices,153.9,10,692.55,5,1
2023-09-20,S003,P033,Wellness,262.0,15,1558.9,7,1
2023-09-20,S003,P038,Personal Care,242.98,0,1214.9,5,0
2023-09-20,S004,P020,Prescription,457.02,10,3701.86,9,1
2023-09-20,S004,P040,Wellness,322.36,0,644.72,2,0
2023-09-20,S004,P013,OTC,328.87,0,1973.22,6,0
2023-09-20,S004,P016,Wellness,465.3,10,2931.39,7,1
2023-09-20,S004,P006,Wellness,452.29,0,1356.87,3,0
2023-09-20,S004,P033,Personal Care,248.45,15,844.73,4,1
2023-09-20,S004,P026,OTC,238.4,0,1907.2,8,0
2023-09-20,S004,P010,Wellness,430.25,10,2710.58,7,1
2023-09-20,S005,P042,Wellness,254.32,5,1449.62,6,1
2023-09-20,S005,P034,Medical Devices,294.4,0,294.4,1,0
2023-09-20,S005,P026,Medical Devices,499.83,0,2998.98,6,0
2023-09-20,S005,P050,Prescription,94.0,5,535.8,6,1
2023-09-20,S005,P032,Wellness,153.95,0,1693.45,11,0
2023-09-20,S005,P004,OTC,79.61,0,238.83,3,0
2023-09-20,S005,P047,OTC,197.97,0,1385.79,7,0
2023-09-20,S005,P011,OTC,188.69,10,1188.75,7,1
2023-09-20,S006,P014,Medical Devices,175.42,20,421.01,3,1
2023-09-20,S006,P021,Personal Care,237.69,5,1354.83,6,1
2023-09-20,S006,P033,OTC,151.9,15,516.46,4,1
2023-09-20,S006,P031,Wellness,298.05,15,506.68,2,1
2023-09-20,S006,P013,Wellness,308.69,0,2469.52,8,0
2023-09-20,S006,P037,Wellness,429.02,5,3668.12,9,1
2023-09-20,S006,P049,Prescription,445.86,0,891.72,2,0
2023-09-20,S006,P050,Personal Care,67.67,0,406.02,6,0
2023-09-20,S007,P047,Wellness,473.76,15,1610.78,4,1
2023-09-20,S007,P033,OTC,68.06,15,289.26,5,1
2023-09-20,S007,P029,OTC,437.59,0,3938.31,9,0
2023-09-20,S007,P004,Wellness,330.29,5,1255.1,4,1
2023-09-20,S007,P025,OTC,295.8,0,1479.0,5,0
2023-09-20,S007,P044,Medical Devices,416.1,20,1331.52,4,1
2023-09-20,S007,P035,Personal Care,228.65,10,1028.92,5,1
2023-09-20,S007,P020,Medical Devices,94.35,15,320.79,4,1
2023-09-20,S008,P022,Wellness,58.41,5,221.96,4,1
2023-09-20,S008,P003,Personal Care,412.33,5,1566.85,4,1
2023-09-20,S008,P012,OTC,327.85,10,590.13,2,1
2023-09-20,S008,P037,Wellness,175.85,0,703.4,4,0
2023-09-20,S008,P032,Personal Care,122.0,0,488.0,4,0
2023-09-20,S008,P035,Prescription,119.4,0,597.0,5,0
2023-09-20,S008,P031,Medical Devices,165.73,10,894.94,6,1
2023-09-20,S008,P025,Personal Care,480.96,5,4569.12,10,1
2023-09-20,S009,P048,Personal Care,371.68,0,1486.72,4,0
2023-09-20,S009,P036,Medical Devices,495.01,10,1782.04,4,1
2023-09-20,S009,P042,Prescription,425.8,5,1618.04,4,1
2023-09-20,S009,P045,Medical Devices,422.52,10,3422.41,9,1
2023-09-20,S009,P011,Wellness,110.87,15,659.68,7,1
2023-09-20,S009,P029,Wellness,412.87,10,743.17,2,1
2023-09-20,S009,P050,Medical Devices,375.06,10,1687.77,5,1
2023-09-20,S009,P028,Medical Devices,408.81,10,1471.72,4,1
2023-09-20,S010,P003,Medical Devices,116.66,10,629.96,6,1
2023-09-20,S010,P028,OTC,86.67,10,156.01,2,1
2023-09-20,S010,P027,Medical Devices,365.23,0,2191.38,6,0
2023-09-20,S010,P022,Personal Care,110.34,10,595.84,6,1
2023-09-20,S010,P043,Prescription,322.23,15,1095.58,4,1
2023-09-20,S010,P045,Personal Care,365.16,5,1734.51,5,1
2023-09-20,S010,P033,Medical Devices,496.6,5,2358.85,5,1
2023-09-20,S010,P009,Personal Care,326.82,15,1388.98,5,1
2023-09-21,S001,P008,OTC,298.73,0,896.19,3,0
2023-09-21,S001,P034,Prescription,330.06,0,1980.36,6,0
2023-09-21,S001,P005,Prescription,185.36,10,667.3,4,1
2023-09-21,S001,P046,Wellness,130.04,10,585.18,5,1
2023-09-21,S001,P041,Wellness,68.73,15,350.52,6,1
2023-09-21,S001,P050,Wellness,273.19,0,1639.14,6,0
2023-09-21,S001,P037,OTC,414.21,15,352.08,1,1
2023-09-21,S001,P045,Wellness,227.87,20,1093.78,6,1
2023-09-21,S002,P038,Medical Devices,465.2,10,2930.76,7,1
2023-09-21,S002,P026,Medical Devices,499.23,5,2371.34,5,1
2023-09-21,S002,P021,Medical Devices,351.19,10,316.07,1,1
2023-09-21,S002,P003,Wellness,350.35,20,1401.4,5,1
2023-09-21,S002,P031,Medical Devices,477.92,0,2867.52,6,0
2023-09-21,S002,P007,Personal Care,141.26,0,706.3,5,0
2023-09-21,S002,P012,Medical Devices,232.64,5,1105.04,5,1
2023-09-21,S002,P045,Medical Devices,497.55,10,1343.38,3,1
2023-09-21,S003,P009,Prescription,123.43,10,999.78,9,1
2023-09-21,S003,P001,Wellness,238.64,0,238.64,1,0
2023-09-21,S003,P039,Medical Devices,145.81,15,1239.38,10,1
2023-09-21,S003,P042,OTC,130.75,5,124.21,1,1
2023-09-21,S003,P014,Personal Care,213.15,5,404.98,2,1
2023-09-21,S003,P022,Medical Devices,139.49,0,557.96,4,0
2023-09-21,S003,P034,Medical Devices,197.68,20,948.86,6,1
2023-09-21,S003,P050,Prescription,221.73,5,1474.5,7,1
2023-09-21,S004,P013,Medical Devices,348.69,5,2650.04,8,1
2023-09-21,S004,P042,Wellness,414.87,0,1244.61,3,0
2023-09-21,S004,P020,Personal Care,423.18,5,804.04,2,1
2023-09-21,S004,P001,OTC,116.85,5,111.01,1,1
2023-09-21,S004,P035,Personal Care,242.39,10,1090.75,5,1
2023-09-21,S004,P041,Personal Care,488.71,5,1392.82,3,1
2023-09-21,S004,P010,Personal Care,414.4,10,2983.68,8,1
2023-09-21,S004,P024,Personal Care,269.43,10,727.46,3,1
2023-09-21,S005,P029,Wellness,419.23,0,2934.61,7,0
2023-09-21,S005,P031,Medical Devices,499.31,0,2995.86,6,0
2023-09-21,S005,P014,OTC,441.67,15,1126.26,3,1
2023-09-21,S005,P030,OTC,428.23,0,1712.92,4,0
2023-09-21,S005,P022,Medical Devices,442.62,10,3186.86,8,1
2023-09-21,S005,P018,OTC,433.13,15,2577.12,7,1
2023-09-21,S005,P006,Wellness,394.65,0,789.3,2,0
